,a(self.control),a(self.surprise),a(stranger.control),a(stranger.surprise),a_std,v(self.control),v(self.surprise),v(stranger.control),v(stranger.surprise),v_std,t,t_std,alpha(self.control),alpha(self.surprise),alpha(stranger.control),alpha(stranger.surprise),alpha_std,pos_alpha(self.control),pos_alpha(self.surprise),pos_alpha(stranger.control),pos_alpha(stranger.surprise),pos_alpha_std
0,2.2903079927929286,2.6500679084836296,2.092660362441352,2.0251443387866783,0.4248026536766708,1.724821846671227,0.8315158725898923,0.8630522912767071,1.461767944165859,0.6527305200643327,0.4861003702618504,0.26652832006816607,-0.8048821281344538,-0.7784434135270302,1.5569086737288058,0.020764041472153445,4.640777706223327,1.6319330080979522,3.5428516764535956,0.7167495072350103,1.7700483192285288,4.13539387430047
1,2.241717331585636,2.5285592905816676,2.153215956958798,2.0378312784249344,0.5153874708086158,1.5396185567826297,0.7880758484848593,0.8609503376655133,1.282643755481777,0.6690405285304841,0.49576298371716865,0.2712404933599132,0.05049816005706931,-0.9971064403691198,-0.2733630493990291,0.5066121238832709,4.797200482718472,-0.18238933115841682,2.332245745880462,1.445082619035575,0.8178483075975942,4.249126545867872
2,2.187170186603424,2.4282499220580678,2.2120608301387055,2.267212397554664,0.46448393185523607,1.3509836455392403,0.9699234139685375,0.9602993617513549,1.3722710110219385,0.5886458381276324,0.47297139261087984,0.3308619864397905,0.3530165635323247,-0.3479850156012444,1.9352140978827161,0.12654254630489925,4.503123108224182,0.016910048642802766,3.326084554827916,0.3645015810684864,-0.37598828976344567,4.165999322404357
3,2.3617535499596065,2.4268313069470637,2.0751568603082786,2.1040035958017556,0.4529700523784392,1.2549627708858206,1.1785164004604831,0.9080455601671625,1.5682940574383155,0.5840990575207083,0.522001440240736,0.3098078392691642,-1.2682892305685691,0.24100186291171066,1.7499650169565997,-0.5877563672586193,4.371749801041403,-0.5365377442396048,2.442615152163267,0.5379944097297071,1.5378613196970252,4.221234095185061
4,2.0137628190502452,2.3950117169340306,1.9249833108460053,1.9715525375862117,0.45713048251975574,1.3662363100845951,1.0016551880311415,0.9432146686206063,1.3208196417343356,0.5771343896651998,0.5174736338622715,0.26059690123752866,-1.3534680828829853,-0.16356411666486204,2.14471971711765,-0.06456985618845312,3.579284306183137,0.623644977813301,1.5659137951708264,-0.1627343216627457,1.879659769668785,4.12661579470354
5,2.2945848427502207,2.697130246413722,2.083655362334302,1.9947091117904576,0.4564988435201951,1.482931494430032,0.9230280727475153,0.7995117082964153,1.3838726513410957,0.6055453096401998,0.43971410194448224,0.23683247612490888,0.6728649982297201,-0.4536321979605005,2.107155747209959,0.23325904161165997,3.6859205569252476,0.8040981423658694,1.5166739072660675,-0.7050272973004613,2.3617673323418464,4.2567477781975676
6,2.2336748239349946,2.4163124820929243,1.9967497871849826,2.149448896371563,0.4558836361311541,1.4335664269419621,0.9898064657080281,1.0823958338291257,1.345168825785689,0.6049691675397372,0.4425589348086973,0.2638259243204684,-0.3276770808949294,-0.21329426564169593,1.6479415239285045,-1.7153075616653723,3.800586809434729,-0.3012424466026374,1.7005022023151182,-0.40860412606987306,1.5130124243747463,3.7729944396379484
7,2.2789965494880446,2.676678791571941,2.1246181250485345,2.0705662859608385,0.4505720426455111,1.3713352513246666,0.8393087171263708,0.8870813298242829,1.3185254710417071,0.5635143817085945,0.4503453714376488,0.3360878692028373,0.7286432080858061,-1.2228198394943202,0.9011282317283409,-0.4069658319666932,3.43257492305513,0.4081401803305892,3.3961491118826497,-0.5290153210607103,1.4685006791848614,3.554490468682393
8,2.294075108000383,2.2465519848154907,2.036578416749186,2.135134398296051,0.41112865879773514,1.7191899639513286,0.8466696394001499,0.8700122458807057,1.070984063130734,0.5311926014480877,0.4933811223571733,0.22751186932703218,0.1525397644994283,-0.38937020204346556,1.1378842505727569,-0.9312773755046259,2.8444934202696417,-1.0899657361837993,4.449601613553875,-0.5582132223462807,0.6936905219597933,3.7339439843913076
9,2.1794969572385807,2.494863091459332,2.1392513305787566,2.0888531072214427,0.4376789987816876,1.4989737205346838,1.2610098969337562,1.0175835197534133,1.256781339305808,0.5297883986387406,0.41495073037258806,0.22083285745834697,-0.30863057975670194,0.507615903855757,0.8636094183193199,-1.404594553188572,2.4431355153268512,-1.1540080141825895,3.7144672056087673,0.9014646001543496,-0.7304278432420422,3.511747372602134
10,2.2961185132788566,2.482754810316292,2.1488644517836195,2.1228412334753695,0.4837182354877899,1.361352800317937,0.7870356573637308,1.0254513479053888,1.1840145761749694,0.5455682742093513,0.42445231970886643,0.21377228532089404,-0.2837799729106988,0.07163474670430173,0.40473509937575314,-0.5534064062646027,2.3644259707628876,-0.8282192198540214,3.0826680379309956,0.3847346622407569,1.066674167802066,4.154227252575109
11,2.2590563003976465,2.566141622942519,1.9461466181511693,2.1445078903989923,0.5411629436256195,1.5515594502104304,0.9212569938968935,1.1410104235092824,1.2772671637183102,0.5200957889089699,0.4741884389327315,0.2853489104972456,-0.43737316233659423,0.8914700979834869,1.1257636340890207,-0.1573838983123601,3.287124084422067,0.686218547948293,2.756123454774266,0.4188255369072983,0.4805785675556573,3.4475986245136188
12,2.2585249058083745,2.5333747864996274,1.9741980801683618,1.9357902920397878,0.42210816207597446,1.616736427316363,0.8700138947430066,0.9281072580475086,1.4014414765004675,0.4679578127530491,0.47372356117023173,0.2715228212595447,-0.7610512723202463,0.5230309866670924,0.30490415388770553,0.5787601839226222,3.0740617085690656,1.6683328157254242,2.041961176973567,0.4442849441988048,-0.3615870165526848,3.497400637319067
13,2.134307048002317,2.5320225602445543,2.1583580774178324,2.0508887980843418,0.42982301299256326,1.652222066312145,0.9344728333402705,0.7496307155032601,1.3655562893632975,0.4982561280943687,0.41799862065969295,0.266588326310822,-0.45655235850781584,0.42859571084676573,-0.35624913564936755,-0.18346916336421276,3.0912553039372757,0.5807077441947494,1.4809079241680303,1.1823015142242843,0.8519431331686657,3.702270888542853
