"memory","rt","is_old_chosen","is_old","column5","column6","column7","column8","column9","column10","participant_code","is_self","is_surprise"
"memory",1345,1,1,950,-230,230,1,29,68,"ma_po_1969_05_24_201_m","SELF","SURPRISE"
"memory",2742,1,1,650,230,-230,1,20,61,"ma_po_1969_05_24_201_m","SELF","SURPRISE"
"memory",3000,3,-1,500,-230,230,0,42,76,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1408,1,1,950,230,-230,1,11,57,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2056,1,1,950,-230,230,1,31,79,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1905,1,1,800,-230,230,1,8,62,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2037,2,2,800,-230,230,0,1,70,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2299,1,1,800,230,-230,1,6,58,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2387,2,2,950,230,-230,0,4,61,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1921,1,1,500,230,-230,1,11,95,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1607,1,1,800,230,-230,1,27,83,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",3000,3,-1,950,-230,230,0,34,61,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2302,2,2,1100,-230,230,0,7,89,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2461,1,1,950,230,-230,1,45,74,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2019,1,1,800,230,-230,1,32,98,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1759,1,1,500,-230,230,1,23,60,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2457,2,2,800,230,-230,0,9,73,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1833,1,1,800,230,-230,1,30,56,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2407,1,1,950,-230,230,1,31,71,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1747,1,1,800,-230,230,1,2,55,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2488,1,1,800,-230,230,1,5,52,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1767,1,1,500,230,-230,1,1,86,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",3000,3,-1,1100,230,-230,0,1,96,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1570,1,1,1100,-230,230,1,46,77,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1376,1,1,950,-230,230,1,29,63,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1796,1,1,950,-230,230,1,3,87,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2267,1,1,500,-230,230,1,12,98,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1921,2,2,650,-230,230,0,17,67,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1806,1,1,500,-230,230,1,5,97,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2036,1,1,650,230,-230,1,46,57,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2131,1,1,950,-230,230,1,50,95,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2224,1,1,800,-230,230,1,31,74,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1523,2,2,800,-230,230,0,22,89,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1391,1,1,1100,-230,230,1,44,63,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",3000,3,-1,500,230,-230,0,35,74,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2804,1,1,650,230,-230,1,24,62,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2031,1,1,500,-230,230,1,7,57,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2576,2,2,950,230,-230,0,8,62,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1596,1,1,650,-230,230,1,40,95,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2005,2,2,650,-230,230,0,45,92,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2233,2,2,500,230,-230,0,8,76,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2600,2,2,650,-230,230,0,15,87,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2985,1,1,500,230,-230,1,49,86,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1919,1,1,800,-230,230,1,23,79,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1660,1,1,950,230,-230,1,25,75,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1889,1,1,650,230,-230,1,43,67,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2679,1,1,950,230,-230,1,9,78,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1839,1,1,650,230,-230,1,44,95,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2139,1,1,800,-230,230,1,15,52,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1550,1,1,800,230,-230,1,4,85,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2089,1,1,650,230,-230,1,16,65,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",1645,2,2,950,230,-230,0,10,79,"ma_po_1969_05_24_201_m","STRANGER","NOSURPRISE"
"memory",2235,1,1,500,-230,230,1,13,100,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2594,1,1,500,230,-230,1,26,52,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",3000,3,-1,1100,230,-230,0,20,63,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2230,1,1,950,-230,230,1,35,71,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2571,1,1,950,-230,230,1,20,63,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2892,1,1,800,-230,230,1,36,58,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2566,2,2,950,230,-230,0,43,96,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1069,1,1,650,-230,230,1,48,62,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1384,1,1,650,-230,230,1,47,93,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",825,1,1,1100,-230,230,1,8,79,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1014,1,1,650,-230,230,1,12,97,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1574,1,1,950,230,-230,1,13,86,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2229,1,1,800,-230,230,1,42,67,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1351,1,1,800,230,-230,1,29,55,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",3000,3,-1,950,-230,230,0,46,58,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1914,1,1,1100,230,-230,1,12,80,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2913,1,1,950,-230,230,1,50,57,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1796,1,1,650,230,-230,1,1,71,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1752,1,1,950,230,-230,1,19,90,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2148,2,2,500,-230,230,0,5,55,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1665,1,1,800,230,-230,1,18,51,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1850,1,1,950,230,-230,1,27,51,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1582,1,1,1100,-230,230,1,42,53,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",3000,3,-1,950,-230,230,0,22,95,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2460,1,1,950,230,-230,1,15,58,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1893,1,1,500,-230,230,1,5,55,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1793,1,1,950,230,-230,1,7,56,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2591,1,1,950,-230,230,1,40,99,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",3001,1,1,500,230,-230,1,10,98,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2618,1,1,950,230,-230,1,37,71,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1947,1,1,950,230,-230,1,36,51,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1397,1,1,500,230,-230,1,42,91,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2235,1,1,650,-230,230,1,37,83,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1670,1,1,800,230,-230,1,30,95,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1723,1,1,1100,-230,230,1,36,80,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1514,1,1,650,-230,230,1,47,89,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2566,1,1,1100,230,-230,1,24,93,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2213,1,1,800,230,-230,1,39,59,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2680,1,1,500,230,-230,1,26,52,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2428,1,1,800,-230,230,1,1,66,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1789,1,1,1100,230,-230,1,41,81,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1326,1,1,800,230,-230,1,11,82,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2953,1,1,950,230,-230,1,28,97,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1898,1,1,800,-230,230,1,12,97,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2126,1,1,800,230,-230,1,30,62,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2262,1,1,950,-230,230,1,27,87,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1655,2,2,800,-230,230,0,9,100,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",2403,1,1,500,230,-230,1,14,60,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1573,1,1,800,-230,230,1,40,75,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1745,1,1,800,230,-230,1,2,69,"ma_po_1969_05_24_201_m","STRANGER","SURPRISE"
"memory",1820,1,1,650,-230,230,1,20,63,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",3000,3,-1,950,-230,230,0,22,77,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1833,1,1,650,230,-230,1,11,81,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1519,1,1,500,230,-230,1,6,65,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1136,1,1,950,230,-230,1,30,68,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1874,1,1,800,-230,230,1,12,80,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2780,1,1,650,230,-230,1,7,73,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1335,1,1,800,230,-230,1,21,69,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1036,1,1,500,230,-230,1,36,63,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1815,1,1,650,-230,230,1,16,100,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1988,1,1,950,230,-230,1,33,81,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2306,1,1,800,-230,230,1,10,98,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1465,1,1,800,230,-230,1,14,91,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1175,1,1,650,230,-230,1,37,53,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1540,1,1,500,-230,230,1,40,76,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2315,1,1,950,230,-230,1,39,57,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2028,1,1,500,-230,230,1,23,87,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1166,1,1,800,-230,230,1,3,90,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2151,1,1,800,230,-230,1,22,98,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1448,1,1,500,230,-230,1,10,97,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1324,1,1,650,230,-230,1,47,87,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1400,1,1,950,230,-230,1,16,56,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1772,1,1,950,230,-230,1,24,52,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1448,1,1,650,-230,230,1,49,71,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1448,1,1,500,230,-230,1,10,90,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1827,1,1,800,230,-230,1,41,77,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1584,1,1,650,-230,230,1,17,64,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1455,1,1,650,230,-230,1,36,79,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1824,1,1,500,-230,230,1,3,93,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1685,1,1,500,230,-230,1,28,75,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1289,1,1,650,230,-230,1,7,100,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1573,1,1,950,-230,230,1,41,94,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2159,1,1,800,230,-230,1,15,57,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1476,1,1,950,230,-230,1,9,100,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2706,1,1,950,-230,230,1,22,86,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2428,1,1,800,230,-230,1,23,62,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1730,1,1,800,230,-230,1,33,84,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1055,2,2,650,-230,230,0,1,98,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2171,1,1,800,-230,230,1,25,55,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1451,1,1,500,-230,230,1,8,95,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1679,1,1,800,230,-230,1,6,73,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2358,1,1,500,-230,230,1,2,100,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",2715,1,1,950,-230,230,1,22,94,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",881,1,1,500,-230,230,1,24,68,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1632,1,1,800,-230,230,1,43,97,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1861,1,1,650,-230,230,1,27,67,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1759,1,1,500,-230,230,1,20,66,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1348,1,1,650,-230,230,1,44,84,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1788,1,1,500,230,-230,1,40,70,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1351,1,1,500,230,-230,1,12,62,"st_ce_1960_04_23_403_f","SELF","NOSURPRISE"
"memory",1986,1,1,950,-230,230,1,32,88,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1289,1,1,500,-230,230,1,6,70,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1459,1,1,500,-230,230,1,26,96,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1931,1,1,650,230,-230,1,32,58,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1693,1,1,650,-230,230,1,40,70,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1149,1,1,500,-230,230,1,26,62,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1215,1,1,500,-230,230,1,15,67,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1759,1,1,800,230,-230,1,36,94,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1497,1,1,1100,230,-230,1,19,63,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1214,1,1,950,230,-230,1,8,80,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1123,1,1,1100,230,-230,1,15,71,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1382,1,1,950,230,-230,1,49,60,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2023,1,1,1100,230,-230,1,24,58,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1543,1,1,950,-230,230,1,22,80,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2196,1,1,500,230,-230,1,15,52,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2944,1,1,650,230,-230,1,20,71,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1569,1,1,1100,230,-230,1,16,64,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1964,1,1,650,-230,230,1,22,79,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1940,1,1,950,230,-230,1,30,90,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2360,1,1,1100,-230,230,1,8,86,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1640,1,1,800,230,-230,1,11,98,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1618,1,1,950,-230,230,1,11,55,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1879,1,1,800,230,-230,1,17,90,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1262,1,1,1100,230,-230,1,48,85,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2756,1,1,800,230,-230,1,22,58,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1899,1,1,500,-230,230,1,4,73,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1190,1,1,500,-230,230,1,5,80,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1443,1,1,800,-230,230,1,19,65,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1767,1,1,800,230,-230,1,43,68,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2007,1,1,1100,-230,230,1,41,79,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1607,1,1,650,230,-230,1,42,58,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1209,1,1,500,230,-230,1,32,86,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1863,1,1,800,-230,230,1,35,57,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1300,1,1,950,-230,230,1,7,95,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",3000,3,-1,500,230,-230,0,28,90,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1687,1,1,500,230,-230,1,34,99,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",3000,3,-1,950,-230,230,0,9,88,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1279,1,1,950,-230,230,1,7,68,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1748,1,1,650,-230,230,1,40,64,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1834,1,1,650,230,-230,1,35,69,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1885,1,1,950,230,-230,1,37,51,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1401,1,1,500,230,-230,1,49,86,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1123,1,1,800,230,-230,1,5,77,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1565,1,1,950,-230,230,1,23,98,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",3000,3,-1,500,-230,230,0,2,70,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1497,1,1,800,230,-230,1,17,99,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1397,1,1,500,-230,230,1,23,81,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",2103,1,1,650,230,-230,1,29,79,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1218,1,1,950,-230,230,1,6,62,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1794,1,1,500,230,-230,1,21,86,"st_ce_1960_04_23_403_f","SELF","SURPRISE"
"memory",1786,1,1,650,-230,230,1,44,51,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1365,1,1,950,-230,230,1,8,59,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1435,1,1,800,-230,230,1,17,97,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1174,1,1,650,-230,230,1,47,73,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1722,1,1,950,230,-230,1,37,62,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2178,1,1,950,-230,230,1,28,96,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1330,1,1,1100,-230,230,1,44,57,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1929,1,1,950,230,-230,1,6,96,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1959,1,1,500,-230,230,1,10,76,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1611,1,1,500,230,-230,1,39,75,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2362,1,1,500,-230,230,1,4,59,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1802,1,1,950,230,-230,1,36,56,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2089,1,1,500,-230,230,1,33,70,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2477,1,1,500,230,-230,1,42,76,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1019,1,1,650,230,-230,1,8,57,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1325,1,1,650,230,-230,1,31,79,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1509,1,1,650,230,-230,1,47,73,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1670,1,1,1100,-230,230,1,7,79,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",3000,3,-1,500,-230,230,0,34,80,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2879,1,1,650,-230,230,1,1,97,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1923,1,1,500,-230,230,1,20,78,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1308,1,1,950,-230,230,1,47,52,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2909,1,1,500,-230,230,1,45,73,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2222,1,1,650,230,-230,1,21,84,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2197,2,2,650,-230,230,0,13,73,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1191,1,1,950,230,-230,1,21,73,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1635,1,1,800,-230,230,1,25,74,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1665,1,1,650,-230,230,1,46,63,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",3000,3,-1,800,-230,230,0,38,100,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1162,1,1,950,-230,230,1,7,67,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1664,1,1,500,-230,230,1,49,65,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",3000,3,-1,1100,230,-230,0,23,69,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1642,1,1,800,-230,230,1,48,67,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1320,1,1,1100,-230,230,1,48,70,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1553,1,1,950,-230,230,1,9,92,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1117,1,1,500,-230,230,1,50,73,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1871,1,1,500,230,-230,1,47,88,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1920,1,1,800,-230,230,1,7,80,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1199,1,1,950,-230,230,1,44,63,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1564,1,1,1100,230,-230,1,4,70,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2344,1,1,950,230,-230,1,41,53,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2135,1,1,800,230,-230,1,28,55,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2542,2,2,800,-230,230,0,1,51,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",3000,3,-1,650,-230,230,0,11,88,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",2805,2,2,800,-230,230,0,24,88,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1612,1,1,800,230,-230,1,4,55,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1282,1,1,500,230,-230,1,49,99,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
"memory",1945,1,1,950,-230,230,1,30,90,"ST_CE_1960_04_23_403_f","STRANGER","NOSURPRISE"
